,Windows,Mac,Linux,engine,release_date,genre,theme,players,score_final,rating,link
8485,True, True, False,Unity,Released 2011,Adventure,Horror,Single Player,8.1,123, http://indiedb.com/games/broken-dimensions
8488,True, True, True,DarkPlaces engine,Released 2011,First Person Shooter,Sci-Fi,Single & Multiplayer,9.2,523, http://indiedb.com/games/xonotic
8489,True, True, True,Custom Built,Released 2011,Platformer,Sci-Fi,Single Player,5.9,20 , http://indiedb.com/games/lariad
8490,True, False, False,Custom Built,Released 2003,Role Playing,Fantasy,Single Player,8.7,22 , http://indiedb.com/games/notrium
8491,True, False, False,Custom Built,Released 2002,Arcade,Sci-Fi,Single Player,5.9,13 , http://indiedb.com/games/wazzal
8492,True, False, False,Custom Built,Released 2002,Role Playing,Fantasy,Single Player,7.7,9 v, http://indiedb.com/games/magebane-2
8493,True, True, True,Ogre Engine,Released 2011,Arcade,Sci-Fi,Single Player,6.4,47 , http://indiedb.com/games/vertigo
8494,True, False, False,Custom Built,Released 2012,Hack 'n' Slash,Fantasy,Single & Multiplayer,7.9,78 , http://indiedb.com/games/holyspirit
8496,True, False, False,Custom Built,Released 2011,Arcade,Comic,Single Player,7.2,99 , http://indiedb.com/games/lair-of-the-evildoer
8497,True, True, False,Custom Built,Released 2010,Adventure,Comedy,Single Player,8.4,35 , http://indiedb.com/games/jolly-rover
8498,True, False, False,Custom Built,Released 2011,First Person Shooter,Sci-Fi,Single Player,8.5,101, http://indiedb.com/games/hard-reset
8499,True, True, False,Custom Built,Released 2011,Real Time Strategy,Sci-Fi,Single Player,6.3,30 , http://indiedb.com/games/vertex-dispenser
8500,True, True, False,Unity,Released 2011,Adventure,Sci-Fi,Single Player,6.2,15 , http://indiedb.com/games/new-orbit
8501,True, True, False,Unity,Released Jan 4 2013,Arcade,Abstract,Single Player,8.4,5 v, http://indiedb.com/games/stackout
8502,True, True, True,Unity,Released 2012,Platformer,Comic,Single Player,10.0,1 v, http://indiedb.com/games/of-light-shadow
8503,True, True, True,Custom Built,Released 2012,Turn Based Strategy,Abstract,Single Player,9.1,27 , http://indiedb.com/games/drod-gunthro-and-the-epic-blunder
8504,True, False, False,Unity,Released Feb 19 2013,Point and Click,Realism,Single Player,8.0,1 v, http://indiedb.com/games/style-roundup
8505,True, False, False,Custom Built,Released Feb 10 2013,Fighting,Horror,Single Player,6.9,46 , http://indiedb.com/games/storm-game
8506,True, False, False,Custom Built,Released Feb 19 2013,First Person Shooter,Horror,Single Player,2.3,3 v, http://indiedb.com/games/gulcry-gulman-first-person
8507,True, True, True,Custom Built,Released 2007,Turn Based Strategy,Abstract,Single Player,8.4,20 , http://indiedb.com/games/drod-the-city-beneath
8508,True, True, True,Custom Built,Released 2012,Roguelike,Sci-Fi,Single Player,9.5,50 , http://indiedb.com/games/faster-than-light
8511,True, False, False,Multimedia Fusion,Released 2010,Platformer,Sci-Fi,Single Player,6.7,19 , http://indiedb.com/games/wake
8512,True, False, False,Multimedia Fusion,Released 2010,Platformer,Sci-Fi,Single Player,6.2,31 , http://indiedb.com/games/lunnye-devitsy
8519,True, False, False,Unity,Released Feb 16 2013,Tower Defense,Abstract,Single Player,2.0,1 v, http://indiedb.com/games/project-defense
8520,True, True, False,GameMaker: Studio,Released Feb 14 2013,Platformer,Abstract,Single Player,9.0,2 v, http://indiedb.com/games/alone
8524,True, False, False,Blender Game Engine,Released Feb 17 2013,Adventure,Horror,Single Player,5.4,7 v, http://indiedb.com/games/night-of-the-rapists
8533,True, False, False,Ogre Engine,Released 2010,Real Time Strategy,Horror,Single Player,10.0,1 v, http://indiedb.com/games/arachnophobia
8537,True, False, False,GameMaker: Studio,Released 2012,Adventure,Abstract,Single Player,7.6,47 , http://indiedb.com/games/antipodes
8538,True, False, False,Custom Built,Released 2010,Third Person Shooter,Western,Multiplayer,6.3,32 , http://indiedb.com/games/lead-and-gold
8539,True, False, False,Cube 2,Released 2011,First Person Shooter,Horror,Single Player,8.4,9 v, http://indiedb.com/games/zcube
8542,True, True, False,Custom Built,Released 2010,Platformer,Comedy,Single Player,6.6,5 v, http://indiedb.com/games/doc-clock-the-toasted-sandwich-of-time
8543,True, True, True,Custom Built,Released 2012,Role Playing,Fantasy,Single Player,6.7,133, http://indiedb.com/games/hack-slash-loot
8544,True, False, False,XNA,Released 2012,Platformer,Comedy,Single Player,7.7,45 , http://indiedb.com/games/oozi-earth-adventure
8545,True, False, False,Unity,Released 2012,Real Time Strategy,Fantasy,Single Player,6.9,47 , http://indiedb.com/games/shado
8546,True, True, True,Custom Built,Released 2012,Adventure,Sci-Fi,MMO,8.3,3 v, http://indiedb.com/games/far7
8550,True, True, False,Custom Built,Released 2012,Point and Click,Realism,Single Player,7.4,68 , http://indiedb.com/games/i-get-this-call-every-day
8552,True, True, True,Custom Built,Released Jan 15 2013,Cinematic,Abstract,Single Player,9.5,4 v, http://indiedb.com/games/strange-masks
8560,True, False, False,GameStudio A8,Released Feb 10 2013,Adventure,Comedy,Single Player,9.6,8 v, http://indiedb.com/games/destroy-the-porn
8562,True, False, False,Blender Game Engine,Released Feb 11 2013,Adventure,Horror,Single Player,5.7,3 v, http://indiedb.com/games/nightmare
8564,True, False, False,RPG Maker XP,Released 2012,Cinematic,Horror,Single Player,9.0,3 v, http://indiedb.com/games/grave-prosperity
8573,True, False, False,Unity,Released Jun 28 2015,First Person Shooter,Sci-Fi,Single Player,9.0,1 v, http://indiedb.com/games/portal-of-doom-undead-rising
8579,True, True, True,GameMaker: Studio,Released Jul 31 2013,Rhythm,Comedy,Single & Multiplayer,7.4,5 v, http://indiedb.com/games/combat-cats
8586,True, True, True,Custom Built,Released 2011,Grand Strategy,Fantasy,MMO,9.3,32 , http://indiedb.com/games/illyriad
8588,True, False, False,GameMaker: Studio,Released Nov 2013,Arcade,Abstract,Single Player,9.0,1 v, http://indiedb.com/games/party-ball
8593,True, True, True,Unity,Released Apr 2 2014,Role Playing,Sci-Fi,Single & Multiplayer,8.9,7 v, http://indiedb.com/games/voidexpanse
8601,True, False, False,XNA,Released 2012,Platformer,Nature,Single Player,8.2,16 , http://indiedb.com/games/flyn
8602,True, False, False,Custom Built,Released Feb 13 2013,Real Time Strategy,Fantasy,Single Player,5.9,26 , http://indiedb.com/games/impire
8605,True, False, False,Custom Built,Released 2010,Racing,Sport,Single Player,7.0,2 v, http://indiedb.com/games/wrace
8610,True, False, False,Custom Built,Released Jan 16 2013,Platformer,Abstract,Single Player,7.7,6 v, http://indiedb.com/games/a-pixel-escape
8612,True, False, False,Unity,Released Jan 21 2013,First Person Shooter,Horror,Single Player,4.9,247, http://indiedb.com/games/evil
8616,True, False, False,Unreal Development Kit,Released Feb 6 2013,Adventure,Horror,Single Player,6.5,8 v, http://indiedb.com/games/scp-j-lite
8619,True, True, False,Unreal Engine 3,Released 2011,First Person Shooter,Sci-Fi,Single & Multiplayer,8.7,181, http://indiedb.com/games/sanctum
8629,True, False, False,Unity,Released Mar 2 2013,First Person Shooter,Sci-Fi,Multiplayer,10.0,2 v, http://indiedb.com/games/spocean
8630,True, False, False,GameMaker: Studio,Released 2012,First Person Shooter,Horror,Single Player,8.3,8 v, http://indiedb.com/games/slender-the-remake
8632,True, True, True,Custom Built,Released 2012,Platformer,Horror,Single Player,10.0,1 v, http://indiedb.com/games/the-dead-walk
8635,True, True, False,Unity,Released 2012,Racing,Sci-Fi,Single Player,8.2,5 v, http://indiedb.com/games/meteor-storm-escape
8640,True, True, True,LÖVE,Released Jan 28 2013,Cinematic,Horror,Single Player,6.0,4 v, http://indiedb.com/games/echoshade
8641,True, True, False,Unity,Released Jan 23 2013,Role Playing,Medieval,Single Player,6.1,15 , http://indiedb.com/games/dungeon-lore1
8645,True, False, False,GameMaker: Studio,Released 2011,Puzzle Compilation,Sci-Fi,Single Player,10.0,2 v, http://indiedb.com/games/magnus-operation-hard-drive
8649,True, True, True,Blender Game Engine,Released Feb 2013,Adventure,Horror,Single Player,6.0,1 v, http://indiedb.com/games/randompickle97
8651,True, False, True,Custom Built,Released 2010,Arcade,Abstract,Single Player,3.5,2 v, http://indiedb.com/games/alexland
8653,True, True, True,Unity,Released Jan 27 2013,First Person Shooter,Comedy,Single Player,8.2,9 v, http://indiedb.com/games/cod-of-duty
8654,True, False, False,GameMaker: Studio,Released Jan 29 2013,Cinematic,Nature,Single Player,6.0,1 v, http://indiedb.com/games/flamethrower-pro
8662,True, True, False,Unity,Released Jan 2 2013,Cinematic,Horror,Single Player,8.3,15 , http://indiedb.com/games/hyde
8667,True, False, False,GameMaker: Studio,Released 2011,Educational,Abstract,Single Player,10.0,4 v, http://indiedb.com/games/bluish-green-productions-game-maker-help
8670,True, False, False,Unity,Released Jan 10 2013,Turn Based Tactics,Comedy,Single Player,7.0,1 v, http://indiedb.com/games/bounders-and-cads
8671,True, False, False,Unreal Development Kit,Released 2012,Adventure,Comic,Single Player,8.6,21 , http://indiedb.com/games/unmechanical
8672,True, False, False,Custom Built,Released 2012,Platformer,Comic,Single Player,8.4,33 , http://indiedb.com/games/sugar-cube-bittersweet-factory
8673,True, False, False,Bitsquid,Released 2012,Role Playing,Sci-Fi,Single & Multiplayer,7.1,22 , http://indiedb.com/games/krater
8674,True, False, True,Unity,Released Jan 29 2013,Puzzle Compilation,Abstract,Single & Multiplayer,10.0,1 v, http://indiedb.com/games/blockulous
8676,True, True, False,Unity,Released 2012,Arcade,Fantasy,Single Player,9.0,5 v, http://indiedb.com/games/vinland-arctic-assault
8679,True, False, False,Unity,Released 2012,First Person Shooter,Sci-Fi,Single Player,8.7,3 v, http://indiedb.com/games/the-diamond-gun
8680,True, False, False,Custom Built,Released 2012,Turn Based Strategy,Sci-Fi,Single Player,8.3,11 , http://indiedb.com/games/beyond-beyaan
8681,True, True, True,Unity,Released Jan 22 2013,Arcade,Sci-Fi,Single Player,9.2,9 v, http://indiedb.com/games/rolling-survival
8689,True, False, False,Argon,Released 2012,First Person Shooter,War,Single Player,4.5,39 , http://indiedb.com/games/manhunter
8691,True, True, True,Unity,Released Mar 3 2013,Real Time Shooter,Horror,Single Player,5.7,7 v, http://indiedb.com/games/apocalypse-not
8692,True, True, False,Unity,Released Jan 28 2013,Role Playing,Fantasy,Single Player,8.8,5 v, http://indiedb.com/games/gamebook-adventures-6-the-wizard-from-tarnath-tor
8693,True, False, False,Custom Built,Released 2012,Arcade,Sci-Fi,Single Player,8.3,21 , http://indiedb.com/games/cell-emergence
8694,True, True, False,Unity,Released 2012,Arcade,History,Single & Multiplayer,7.4,17 , http://indiedb.com/games/windward
8695,True, False, False,RPG Maker VX Ace,Released 2012,Adventure,Fantasy,Single Player,9.0,2 v, http://indiedb.com/games/way-home-the-legendary-fairy-bottle
8709,True, True, True,Custom Built,Released 2012,Arcade,Abstract,Single Player,9.0,1 v, http://indiedb.com/games/dwn-of-pwn
8711,True, False, False,FPSC,Released Jan 26 2013,Adventure,Horror,Single Player,6.3,3 v, http://indiedb.com/games/purgatory
8713,True, False, False,RPG Maker VX Ace,Released Jan 28 2013,Role Playing,Fantasy,Single Player,4.0,3 v, http://indiedb.com/games/ancient-dystopia
8717,True, False, False,XNA,Released 2012,Role Playing,History,Single Player,6.5,2 v, http://indiedb.com/games/dynasty-of-dusk
8723,True, False, False,XNA,Released 2012,Platformer,Fantasy,Single Player,7.8,22 , http://indiedb.com/games/brand
8724,True, False, False,Unknown,Released 2007,Platformer,Abstract,Single Player,8.9,10 , http://indiedb.com/games/tagap
8725,True, True, False,Unity,Released 2012,Arcade,Sci-Fi,Single Player,9.4,84 , http://indiedb.com/games/syder-arcade
8730,True, True, False,Custom Built,Released 2012,Platformer,Sci-Fi,Single Player,6.5,23 , http://indiedb.com/games/robotriot
8732,True, False, False,Custom Built,Released Jan 21 2013,Platformer,Abstract,Single Player,8.0,9 v, http://indiedb.com/games/spacious
8733,True, False, False,Argon,Released 2012,First Person Shooter,War,Single Player,7.2,50 , http://indiedb.com/games/chernobyl-commando
8736,True, True, False,Unity,Released Jan 3 2013,Platformer,Comic,Single & Multiplayer,8.0,2 v, http://indiedb.com/games/bulla-bolla
8744,True, True, False,Unity,Released 2012,Adventure,Abstract,Single Player,7.8,4 v, http://indiedb.com/games/good-morning-commander
8747,True, True, True,Unity,Released Jan 18 2013,Fighting,Horror,Single Player,3.9,10 , http://indiedb.com/games/sdsp
8748,True, True, True,Custom Built,Released Jan 2013,Role Playing,Fantasy,Single & Multiplayer,10.0,8 v, http://indiedb.com/games/rpg-reborn
8751,True, False, False,id Tech 3,Released 2009,First Person Shooter,Horror,Single Player,7.4,15 , http://indiedb.com/games/dark-salvation
8753,True, True, False,GameMaker: Studio,Released 2012,Arcade,Sci-Fi,Single Player,7.3,4 v, http://indiedb.com/games/earth-defenders-hd
8755,True, True, True,Custom Built,Released 2012,Arcade,Realism,Single Player,8.3,11 , http://indiedb.com/games/puddle
8757,True, False, False,GameMaker: Studio,Released 2012,Third Person Shooter,Horror,Single Player,6.0,1 v, http://indiedb.com/games/infected-hd
8759,True, True, True,Custom Built,Released 2005,Turn Based Strategy,History,Single & Multiplayer,8.9,13 , http://indiedb.com/games/freeciv
8761,True, False, False,Custom Built,Released 2012,Third Person Shooter,Sci-Fi,Single Player,8.1,95 , http://indiedb.com/games/noxious
8764,True, False, False,Torque Game Engine,Released 2008,Real Time Strategy,Medieval,Single Player,6.6,19 , http://indiedb.com/games/hinterland
8765,True, False, False,Custom Built,Released 2012,Point and Click,Sci-Fi,Single Player,9.2,26 , http://indiedb.com/games/resonance
8766,True, True, False,Custom Built,Released 2012,Platformer,Nature,Single Player,9.0,2 v, http://indiedb.com/games/dino-run-marathon-of-doom
8767,True, False, False,Unreal Engine 3,Released 2006,Third Person Shooter,Sci-Fi,Single Player,8.1,16 , http://indiedb.com/games/roboblitz
8768,True, False, False,Custom Built,Released 2012,Real Time Strategy,Fantasy,Single Player,9.4,106, http://indiedb.com/games/gnomoria
8769,True, False, False,Custom Built,Released 2003,Real Time Strategy,Sci-Fi,Single Player,9.1,10 , http://indiedb.com/games/project-aftermath
8774,True, False, False,Unity,Released 2012,Puzzle Compilation,Abstract,Single Player,9.3,4 v, http://indiedb.com/games/little-barker-kudryavka
8783,True, False, False,Custom Built,Released 2012,Tactical Shooter,Nature,Single Player,8.5,26 , http://indiedb.com/games/flyborg
8784,True, False, False,FPSC,Released 2012,First Person Shooter,Horror,Single Player,6.6,18 , http://indiedb.com/games/creepy-zone
8790,True, True, True,Custom Built,Released 2010,Role Playing,Fantasy,Single Player,3.0,1 v, http://indiedb.com/games/hydra-slayer
8801,True, True, False,Gemix,Released 2012,Family,Comic,Single Player,10.0,1 v, http://indiedb.com/games/zombie-puf
8802,True, False, False,Unreal Development Kit,Released 2012,Adventure,Horror,Single Player,7.8,5 v, http://indiedb.com/games/dungeon-escape
8803,True, False, False,Custom Built,Released 2012,Platformer,Sci-Fi,Single Player,8.7,29 , http://indiedb.com/games/mobiloid
8804,True, True, True,Custom Built,Released 2012,Arcade,Sci-Fi,Single Player,9.4,5 v, http://indiedb.com/games/intrusion-2
8805,True, True, False,Unity,Released 2012,Platformer,Abstract,Single Player,9.3,106, http://indiedb.com/games/thomas-was-alone
8813,True, False, False,GameMaker: Studio,Released 2012,Platformer,Fantasy,Single Player,3.0,1 v, http://indiedb.com/games/caverns-of-khron
8814,True, True, False,Source,Released 2011,First Person Shooter,War,Multiplayer,8.3,139, http://indiedb.com/games/nuclear-dawn
8815,True, False, False,Gamebryo,Released 2008,Tower Defense,Sci-Fi,Single Player,9.0,45 , http://indiedb.com/games/defense-grid
8819,True, True, False,Torque 2D,Released Jan 2013,Arcade,Sci-Fi,Single Player,8.7,20 , http://indiedb.com/games/go-beryllium
8832,True, False, False,XNA,Released 2012,Platformer,Comedy,Single Player,7.8,13 , http://indiedb.com/games/inbetween
8837,True, False, False,Ogre Engine,Released 2012,Role Playing,Fantasy,Single Player,9.0,1 v, http://indiedb.com/games/uncover
8838,True, True, False,Unity,Released 2012,Platformer,Fantasy,Single Player,9.0,4 v, http://indiedb.com/games/the-escapist
8842,True, False, False,Custom Built,Released Mar 2013,Roguelike,Horror,Single Player,10.0,1 v, http://indiedb.com/games/unliving
8843,True, False, False,XNA,Released 2012,Turn Based Tactics,Fantasy,Single Player,6.6,31 , http://indiedb.com/games/storybook-tactics
8844,True, False, False,Bloxel,Released 2012,Stealth,Horror,Single Player,8.4,13 , http://indiedb.com/games/labyrinthhorror
8852,True, False, False,The 3d gamemaker,Released 2012,Third Person Shooter,Horror,Single & Multiplayer,2.7,6 v, http://indiedb.com/games/city-of-the-death
8856,True, False, False,Custom Built,Released 2012,Adventure,Fantasy,MMO,10.0,1 v, http://indiedb.com/games/silverdale-classic
8858,True, True, False,Unity,Released 2012,Puzzle Compilation,Horror,Single Player,9.7,6 v, http://indiedb.com/games/kuro-oni
8861,True, False, False,Custom Built,Released 2012,Arcade,Comedy,Single Player,8.8,11 , http://indiedb.com/games/re-get-to-schol-on-time
8867,True, True, True,Unity,Released 2012,Arcade,Fantasy,Single Player,9.5,2 v, http://indiedb.com/games/spectacular-sandman
8868,True, False, True,Custom Built,Released 2012,Platformer,Abstract,Single Player,9.0,1 v, http://indiedb.com/games/the-apocalyptic-one-two
8869,True, False, False,Unity,Released 2012,First Person Shooter,Horror,Single Player,2.3,9 v, http://indiedb.com/games/scp-game-pack-edition
8872,True, False, False,Custom Built,Released 2012,Arcade,Abstract,Single Player,8.0,33 , http://indiedb.com/games/pyxenos
8873,True, False, False,RPG Maker 2003,Released 2005,Role Playing,Horror,Single Player,8.3,3 v, http://indiedb.com/games/desert-nightmare
8874,True, False, False,RPG Maker 2003,Released 2008,Role Playing,Horror,Single Player,9.0,2 v, http://indiedb.com/games/longing-ribbon
8878,True, True, True,Box2D,Released 2010,Adventure,Nature,MMO,9.7,490, http://indiedb.com/games/transformice
8879,True, True, True,Custom Built,Released 2012,4X,Sci-Fi,Single Player,7.6,5 v, http://indiedb.com/games/star-commander
8882,True, False, False,RPG Maker 2003,Released 2004,Role Playing,Horror,Single Player,9.7,6 v, http://indiedb.com/games/yume-nikki
8884,True, False, False,Custom Built,Released 2012,Adventure,Abstract,Single Player,8.4,14 , http://indiedb.com/games/miasmata
8885,True, False, False,Custom Built,Released 2012,Third Person Shooter,Comedy,Single Player,8.6,102, http://indiedb.com/games/zombies1
8886,True, True, False,Unity,Released 2012,Platformer,Comic,Single Player,6.8,8 v, http://indiedb.com/games/twist
8890,True, False, False,Unity,Released 2012,Arcade,Abstract,Single Player,9.5,2 v, http://indiedb.com/games/catapult
8891,True, False, False,Torque Game Engine Advanced,Released 2009,Car Combat,Sci-Fi,Multiplayer,8.5,25 , http://indiedb.com/games/metal-drift
8893,True, True, True,Custom Built,Released 2012,Platformer,Nature,Single & Multiplayer,8.4,49 , http://indiedb.com/games/dustforce
8894,True, True, True,Flixel,Released 2012,Role Playing,Fantasy,Single Player,8.7,40 , http://indiedb.com/games/defenders-quest-valley-of-the-forgotten
8895,True, True, False,FlashPunk,Released 2012,Platformer,Abstract,Single Player,9.3,28 , http://indiedb.com/games/offspring-fling
8900,True, True, False,GameMaker: Studio,Released Jul 7 2014,Arcade,Fantasy,Single Player,8.8,4 v, http://indiedb.com/games/shadowcrypt
8901,True, False, False,Custom Built,Released Jun 21 2015,Roguelike,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/mages-and-wolves
8902,True, True, True,Unreal Engine 3,Released Jul 11 2014,Adventure,Sci-Fi,Single Player,8.3,3 v, http://indiedb.com/games/ghostship-aftermath
8910,True, False, False,Unreal Engine 4,Released Apr 7 2014,Adventure,Nature,Single Player,9.0,1 v, http://indiedb.com/games/treehouse-project
8911,True, False, False,Unity,Released Jul 9 2013,Racing,Sport,Single Player,8.2,847, http://indiedb.com/games/mtbfreeride
8915,True, True, False,Unity,Released Jan 14 2015,Hack 'n' Slash,Fantasy,Single Player,9.0,3 v, http://indiedb.com/games/curse-of-mermos1
8918,True, False, False,Unreal Development Kit,Released Jul 3 2013,Adventure,Nature,Single Player,6.4,26 , http://indiedb.com/games/undercurrent
8924,True, False, False,Unity,Released Apr 4 2015,First Person Shooter,Horror,Single Player,7.0,1 v, http://indiedb.com/games/the-black-house
8931,True, True, True,Custom Built,Released 2011,Futuristic Sim,Sci-Fi,Single Player,6.9,29 , http://indiedb.com/games/hacker-evolution-duality
8932,True, True, True,Custom Built,Released 2008,Realistic Sim,Sci-Fi,Single Player,8.6,31 , http://indiedb.com/games/hacker-evolution-untold
8937,True, False, False,Custom Built,Released 2012,Futuristic Sim,Sci-Fi,Single Player,9.6,31 , http://indiedb.com/games/wing-commander-saga-the-darkest-dawn
8940,True, True, False,Unity,Released 2012,Tactical Shooter,Fantasy,Multiplayer,6.7,6 v, http://indiedb.com/games/airbuccaneers-hd
8943,True, True, True,Custom Built,Released 2009,Family,Abstract,Single Player,8.2,19 , http://indiedb.com/games/the-clockwork-man
8944,True, True, True,Custom Built,Released 2010,Family,Abstract,Single Player,8.8,19 , http://indiedb.com/games/the-clockwork-man-2-the-hidden-world
8945,True, True, False,Unity,Released 2012,Platformer,Comedy,Single Player,1.0,1 v, http://indiedb.com/games/john-q-averageman
8947,True, False, False,XNA,Released 2011,Adventure,Nature,Single Player,7.0,50 , http://indiedb.com/games/they-breathe
8948,True, False, False,Custom Built,Released 2009,Role Playing,Anime,Single Player,9.2,11 , http://indiedb.com/games/vacant-sky-vol1-contention
8949,True, True, True,Unity,Released 2012,Rhythm,Abstract,Single Player,9.2,42 , http://indiedb.com/games/micron
8951,True, False, False,iTorque2D,Released 2011,Arcade,Comic,Single Player,10.0,2 v, http://indiedb.com/games/tomato-crush
8954,True, False, False,Custom Built,Released 2011,Third Person Shooter,Sci-Fi,Single Player,8.4,28 , http://indiedb.com/games/serious-sam-double-d
8955,True, False, False,Custom Built,Released 2012,Cinematic,Abstract,Single & Multiplayer,7.8,9 v, http://indiedb.com/games/colourbind
8962,True, False, False,Custom Built,Released 2011,Hack 'n' Slash,Fighter,Single Player,6.0,2 v, http://indiedb.com/games/rokos-bane
8963,True, False, False,Custom Built,Released 2009,Adventure,Fantasy,Single Player,3.0,2 v, http://indiedb.com/games/zelda-classic
8964,True, False, False,Custom Built,Released 2012,Arcade,Sci-Fi,Single & Multiplayer,8.5,19 , http://indiedb.com/games/majestic12
8968,True, True, False,Unity,Released 2012,Racing,Abstract,Single Player,7.0,3 v, http://indiedb.com/games/highway-rally
8969,True, False, False,Unreal Engine 3,Released 2012,Stealth,Horror,Single Player,8.4,153, http://indiedb.com/games/erie
8971,True, False, False,DarkBASIC Professional,Released 2012,Adventure,Fantasy,Single Player,4.2,44 , http://indiedb.com/games/azzura-avventura
8972,True, True, False,Custom Built,Released 2012,Family,Abstract,Single Player,3.5,2 v, http://indiedb.com/games/cube-trains
8974,True, True, False,Unity,Released 2012,Adventure,Noire,Single Player,8.1,7 v, http://indiedb.com/games/flatland
8976,True, False, False,Custom Built,Released 2010,Tactical Shooter,War,Multiplayer,9.6,19 , http://indiedb.com/games/killing-engine
8982,True, True, False,Unity,Released 2012,Arcade,Fantasy,Single Player,6.3,6 v, http://indiedb.com/games/wisps-the-redeeming
8984,True, False, False,GameMaker: Studio,Released 2011,Third Person Shooter,Horror,Single Player,7.0,1 v, http://indiedb.com/games/splatter-time-2
8985,True, False, False,Custom Built,Released 2010,Turn Based Strategy,War,Multiplayer,9.3,20 , http://indiedb.com/games/afterwind
8986,True, False, False,Custom Built,Released 2012,Platformer,Comedy,Single Player,4.5,2 v, http://indiedb.com/games/ohbo
8988,True, False, False,RPG Maker VX,Released 2012,Role Playing,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/will-you-ever-return
8989,True, False, False,RPG Maker VX,Released 2012,Role Playing,Fantasy,Single Player,6.0,4 v, http://indiedb.com/games/towers-of-ajura
8991,True, True, True,Custom Built,Released 2011,Family,Sci-Fi,Single Player,3.0,1 v, http://indiedb.com/games/qb-3d-puzzle-game
8993,True, True, False,Unity,Released 2012,Family,Comic,Single Player,6.5,24 , http://indiedb.com/games/little-weebo
8994,True, False, False,Unreal Development Kit,Released 2010,First Person Shooter,War,Single & Multiplayer,7.8,18 , http://indiedb.com/games/utu-arena
8995,True, True, True,Unity,Released 2011,Arcade,Abstract,Single Player,8.6,57 , http://indiedb.com/games/swiftstitch
8996,True, True, True,Storm3D,Released 2012,Platformer,Fantasy,Single & Multiplayer,10.0,2 v, http://indiedb.com/games/trine-2-goblin-menace
8999,True, False, False,Unity,Released 2012,Platformer,Abstract,Single Player,3.0,1 v, http://indiedb.com/games/cove
9000,True, False, False,GameMaker: Studio,Released 2012,Platformer,Abstract,Single & Multiplayer,8.3,3 v, http://indiedb.com/games/fragmented-platformer
9002,True, False, False,Custom Built,Released 2011,Arcade,Sport,Single Player,1.0,1 v, http://indiedb.com/games/battle-volley
9004,True, True, False,Unity,Released 2012,Stealth,Medieval,Single Player,10.0,2 v, http://indiedb.com/games/the-sun-is-deadly
9005,True, True, False,Unity,Released 2012,Party,Sci-Fi,Single Player,5.0,3 v, http://indiedb.com/games/symbols
9006,True, False, False,RPG Maker XP,Released 2012,Role Playing,Comic,Single Player,7.8,10 , http://indiedb.com/games/shadow-of-the-game
9008,True, False, False,Unity,Released Jan 4 2013,Fighting,Medieval,Multiplayer,9.3,3 v, http://indiedb.com/games/ethereal-medieval-skirmish-warfare
9010,True, False, False,GameMaker: Studio,Released 2012,Real Time Shooter,Fantasy,Single Player,8.3,80 , http://indiedb.com/games/a-nation-of-wind
9011,True, True, True,biEngine,Released 2012,Realistic Sim,Realism,Single Player,7.0,91 , http://indiedb.com/games/depth-hunter
9012,True, True, True,Custom Built,Released 2009,Point and Click,Horror,Single Player,7.7,10 , http://indiedb.com/games/silent-hill-a-tale-of-silence
9015,True, False, False,Unreal Development Kit,Released 2012,Alternative Sport,Nature,Single Player,7.0,2 v, http://indiedb.com/games/skiranger
9016,True, True, False,Custom Built,Released 2012,Fighting,Realism,Single Player,6.8,89 , http://indiedb.com/games/stay-dead
9017,True, True, False,Unity,Released 2012,Role Playing,Fantasy,Single Player,7.5,4 v, http://indiedb.com/games/gamebook-adventures-5-catacombs-of-the-undercity
9019,True, False, False,Custom Built,Released 2012,Arcade,Sci-Fi,Single Player,4.0,2 v, http://indiedb.com/games/projectzoom
9023,True, False, False,Custom Built,Released 2012,Arcade,Sci-Fi,Single & Multiplayer,3.0,1 v, http://indiedb.com/games/battle-ducks-the-goosening
9024,True, False, False,9gears,Released 2012,Platformer,Sci-Fi,Single Player,7.4,26 , http://indiedb.com/games/vitrum
9025,True, True, False,Unity,Released 2012,Party,Comedy,Single Player,7.0,5 v, http://indiedb.com/games/dillos
9026,True, True, True,Custom Built,Released 2012,Turn Based Strategy,Horror,Single Player,9.0,2 v, http://indiedb.com/games/zombie-infection-control-center
9027,True, True, True,Custom Built,Released 2012,Platformer,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/red-rogue
9028,True, False, False,Ogre Engine,Released 2012,Turn Based Tactics,Fantasy,Single & Multiplayer,7.1,16 , http://indiedb.com/games/minion-master
9029,True, False, False,Unknown,Released 2005,Roguelike,Sci-Fi,Single Player,8.5,62 , http://indiedb.com/games/weird-worlds-return-to-infinite-space
9032,True, False, False,Quest3D,Released 2012,Tactical Shooter,Sci-Fi,Single Player,8.9,37 , http://indiedb.com/games/pineapple-smash-crew
9036,True, False, False,Wintermute,Released 2010,Point and Click,Comic,Single Player,6.5,8 v, http://indiedb.com/games/hamlet
9037,True, False, False,Custom Built,Released 2009,Arcade,Sci-Fi,Single Player,6.8,16 , http://indiedb.com/games/leave-home
9038,True, False, False,Custom Built,Released 2010,Turn Based Strategy,Fantasy,Single & Multiplayer,8.4,8 v, http://indiedb.com/games/greed-corp
